Data Export Generated on Mon Jun 21 02:27:21 PDT 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey ID 8655040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dashboard Name My Dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REVERSED CODED,,,,,,,,Crimson
Response ID,Response Status,IP Address,Timestamp (mm/dd/yyyy),Duplicate,Time Taken to Complete (Seconds),Seq. Number,External Reference,Custom Variable 1,Custom Variable 2,Custom Variable 3,Custom Variable 4,Custom Variable 5,Respondent Email,Email List,Country Code,Region,Select Captcha and Verify,"Hi there! Thank you very much for your time. We really appreciate it. Please, please, help us understand corporate behavior answering this short survey. We&#39;d love to pay you for completing this task, and will surely do it as long as you answer to the best of your knowledge. We know you will answer in this fashion, as you are too cool to answer in a rush or not paying attention to the questions;)  ","                                                                        Consent Form1.      What is the study about?You are invited to participate in a study of consumer behavior. We hope to learn how companies are perceivedby consumers after they engage in certain kinds of corporate behavior. Our intention is to understand someof the factors that influence these perceptions. To gain insights on these perceptions, multiple-choice questionswill be asked about certain aspects of the behavior of the companies.Answers will then be analyzed to gain insights on how consumers perceive the companies.2.       Do I have to participate?Being part of this study is voluntary. If you want to be part of the study we ask that you read the information below carefully.You can read the information below and decide at the end if you do not want to participate.  3.       Who is being asked to participate?You have been asked to participate because:·         You are part of a society where contact with organizations is frequent. 4.       What will I be asked to do?If you want to take part in this study, we will ask you to read a short vignette (or a set of them) and answer a short questionnaireregarding it (them). It will take around 10 minutes of your time to be part of this study. You will receive a compensation of 0.4 after completing the survey in its totality.5.       What are the benefits?The benefit of you taking part in this study is that you will contribute to research on consumer behavior. The expected benefits to society, in general, are a better understanding of how consumers think about organizations. 6.       What are the risks?With any study there are (1) risks we know about, (2) risks we don’t know about, and (3) risks we don’t expect.If you experience something that you aren’t sure about, please contact us immediately so we can discuss the best way to manage your concerns.           Name: Luis Arango, Email: laarangoso&#64;unal.edu.co       We have listed the risks we know about below. This will help you decide if you want to be part of the study.·         You can experience some distress upon reading the description of the scenario(s).7.       What will happen to information about me?By clicking on the ‘I agree, start questionnaire’ button, this tells us you want to take part in the study.We will collect information about you in ways that will not reveal who you are.We will store information about you in ways that will not reveal who you are. We will publish information about you in ways that will not be identified in any type of publication from this study.We will keep your information indefinitely after the project is completed and might use it for future related projects.The data will be available publicly so that other researchers can replicate the findings.  Notice that no personal information that can identify you will be collected in this study. The personal information you provide will be handled in accordance with applicable privacy laws, any health information collected will be handled in accordance with the Health Records Act 2001 (Vic). Subject to any exceptions in relevant laws, you have the right to access and correct your personal information by contacting the research team.8.       Will I hear about the results of the study?We will let you know about the results of the study by email upon request to the principal investigator. You can email Luis Alfredo Arango at laarangoso&#64;unal.edu.co. Please consider that it can take several months before this research is published.9.       What if I change my mind?If you no longer want to complete the questionnaire, simply close the web browser.If you change your mind after clicking on the ‘Submit’ button, we cannot withdraw your responses because we cannot link who you are with your questionnaire responses. 10.    Who can I contact for questions or want more information?If you would like to speak to us, please use the contact details below:Name: Luis Arango, Email: laarangoso&#64;unal.edu.co  Consent Form –Declaration by ParticipantI (the participant) have read understood the Participant Information Statement, and any questions have been answered to my satisfaction. I agree to participate in the study, I know I cannot withdraw my responses following the collection of my data but that I can abandon the survey at any point during the completion of it. I agree information provided by me or with my permission during the project may be included in a thesis, presentation and published in journals on the condition that I cannot be identified. I also understand that my responses to the questionnaire will be part of a data set that will be publicly available and that the dataset can be used for any future studies.If you wish to receive a copy of the study results you can request it by contacting Mr Luis Alfredo Arango at laarangoso&#64;unal.edu.co. The results are expected to be available around November 2022. This long period is due to the duration of academic journals’ peer-review processes.",What is your gender?,What is your age range?,What is your highest degree or level of school you have completed?,What is your annual income?,"Please read very carefully the following scenario as ALL of the questions will make reference to it:  Crimson Personal Finances is a financial services firm that offers financial advice to its customers. The firm has been operating for over ten years and its financial situation is very good. One day, the firm decides to boost its profits and to do so charge an additional fee to some of its customers. The fee is a hidden fee and they decide to charge it to their less profitable customers only, in order to avoid potential trouble with their more financially capable and most profitable customers. The strategy is a success for Crimson Personal Finances. However, many customers are impacted by this new fee. Fortunately for the firm, almost no one finds out or complains.",Crimson is ,Please tell us in a few sentences what you think about the behavior of Crimson Personal Finances.,You will see several statements about Crimson Personal Finances. You will be asked about your level of agreement/disagreement with these statements. Use the scale provided to answer. ,The firm was greedy.  - Row 1,"Compared to the average firm, the firm was not greedy.  - Row 1",Most people would think that the firm was greedy.   - Row 1,The firm was not motivated by greed.  - Row 1,The firm intended to take advantage of some of its customers.  - Row 1,The firm was primarily motivated by its customers interests (and not its own interests).  - Row 1,The firm tried to abuse its customers.  - Row 1,The firm had good intentions.  - Row 1,"Please write a random six digit number (don&#39;t be predictable, for example &#34;123456&#34;, as this would be used to pay you). ",.,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,GREED SCORE
47458395,Completed,68.59.86.220,6/17/2021 23:45,0,170,1,,,,,,,,,US,FL,PASS,,1,2,3,4,3,,3,"I think it is unethical of them to do, especially to the less wealthy customers, as they are the ones that can least afford it. It is also unethical to charge a fee and not be upfront about fee schedules or disclosure.",,6,1,7,2,6,1,2,2,525337,,6,7,7,6,6,7,2,6,47
47459231,Completed,73.240.82.174,6/18/2021 0:00,0,151,1,,,,,,,,,US,OR,PASS,,1,1,2,4,3,,3,"I am disgusted. I feel annoyed, irritated and angry. I think they should be punished and refund all customers.",,7,2,7,1,7,1,7,1,191882,,7,6,7,7,7,7,7,7,55
47463387,Completed,103.210.207.31,6/18/2021 0:49,0,596,1,,,,,,,,,IN,TN,PASS,,1,1,4,5,1,,3,It is not good to collect hidden charges from low profitable customers as they are also their customers.  It shows they are supporting high profitable customers and it has to be avoided.  They should treat all the customers equally.,,6,2,6,3,6,3,4,3,223344,,6,6,6,5,6,5,4,5,43
47463974,Completed,116.88.77.249,6/18/2021 0:56,0,619,1,,,,,,,,,SG,,PASS,,1,1,3,4,3,,3,"The company is unethical in its business practice. While it is unfair to charge less profitable clients extra fees, they need to be transparent on this. Hiding and not informing clients of the additional charges is bad and unacceptable. The people running the company need to be exposed and brought to task.",,6,2,7,1,7,1,6,1,283868,,6,6,7,7,7,7,6,7,53
47468721,Completed,103.210.207.31,6/18/2021 2:00,0,431,1,,,,,,,,,IN,TN,PASS,,1,2,3,4,1,,3,"A financial advice company should treat all their customers equally and there should be no partiality.  As their financial situation is good, it is not good for the company to charge hidden fee for less profitable customers.",,5,3,6,2,6,4,4,4,123123,,5,5,6,6,6,4,4,4,40
47473437,Completed,104.63.94.49,6/18/2021 2:58,0,138,1,,,,,,,,,US,MI,PASS,,1,1,4,5,4,,3,I think its unethical and akin to theft - they have not disclosed the fee and have not informed customers at all. this is underhanded and shady and illegal as well as immoral. ,,7,1,7,1,7,1,7,1,750555,,7,7,7,7,7,7,7,7,56
47476730,Completed,174.101.212.155,6/18/2021 3:42,0,270,1,,,,,,,,,US,OH,PASS,,1,1,3,2,2,,3,This behavior is highly unethical. They should not be including a hidden fee for their poorer customers. This is basically fraud and also discrimination. ,,7,1,7,1,7,7,7,1,308294,,7,7,7,7,7,1,7,7,50
47492776,Completed,96.27.190.42,6/18/2021 7:04,0,583,1,,,,,,,,,US,OH,PASS,,1,2,3,4,3,,3,I would like more information regarding what happened.,,5,3,5,3,5,4,5,3,265171,,5,5,5,5,5,4,5,5,39
47502899,Completed,103.59.202.143,6/18/2021 9:09,0,222,1,,,,,,,,,IN,MH,PASS,,1,1,2,4,1,,3,"Crimson personal finances behavior is not acceptable as they were taking a hidden fee without informing the customer and it's wrong. They at least tell their customer that their fees were increased, etc. ",,7,2,7,4,7,1,3,2,658621,,7,6,7,4,7,7,3,6,47
47503948,Completed,172.58.4.142,6/18/2021 9:38,0,612,1,,,,,,,,,US,GA,PASS,,1,2,3,4,2,,3,I think it’s unethical. They’re robbing their customers.,,7,1,7,1,7,1,7,1,113111,,7,7,7,7,7,7,7,7,56
47510218,Completed,76.227.12.50,6/18/2021 12:14,0,382,1,,,,,,,,,US,IL,PASS,,1,2,3,3,2,,3,Crimson is being deceptive and dishonest in their practices. They are taking advantage of the people with less money. They think they can get by pulling stunts with lower income customers. ,,7,1,7,1,7,1,7,1,120178,,7,7,7,7,7,7,7,7,56
47513136,Completed,70.175.76.68,6/18/2021 13:40,0,214,1,,,,,,,,,US,AZ,PASS,,1,1,4,4,2,,3,"It's unethical, they're charging a fee just to make more money, not for any particular service. It's also risky, it's affected a lot of people, and they'll probably find out sooner or later. I think it's ultimately stupid, they might lose more business in the long run than they've gained in the short run.",,7,2,7,1,7,1,6,1,980653,,7,6,7,7,7,7,6,7,54
47513551,Completed,73.153.191.15,6/18/2021 13:45,0,226,1,,,,,,,,,US,CO,PASS,,1,2,5,4,1,,3,I think it's very underhanded. I would hope that those affected customers find out and close their accounts.,,7,1,7,1,7,1,7,1,566704,,7,7,7,7,7,7,7,7,56
47533841,Completed,66.191.255.194,6/18/2021 23:29,0,214,1,,,,,,,,,US,TN,PASS,,1,2,3,2,2,,3,it is unethical. adding fees to people without their knowledge or in a sneaky way is not right,,6,2,6,2,6,2,6,2,121314,,6,6,6,6,6,6,6,6,48
47538548,Completed,68.63.20.185,6/19/2021 0:52,0,216,1,,,,,,,,,US,FL,PASS,,1,1,3,4,2,,3,I think this is despicable behavior from the firm. It should be illegal to do business like this.,,7,1,7,1,7,1,7,1,323033,,7,7,7,7,7,7,7,7,56
47539712,Completed,108.68.128.255,6/19/2021 1:11,0,152,1,,,,,,,,,US,MO,PASS,,1,2,3,4,4,,3,It is unethical and dishonest.  The are taking advantage of their least sophisticated investors which is a breach of fiduciary duty.,,7,1,6,1,7,1,7,1,394852,,7,7,6,7,7,7,7,7,55
47540238,Completed,24.192.22.216,6/19/2021 1:20,0,240,1,,,,,,,,,US,MI,PASS,,1,2,3,4,3,,3,Unethical but typical behavior for an American finance company,,7,2,7,1,7,1,7,1,546548,,7,6,7,7,7,7,7,7,55
47540879,Completed,69.23.235.1,6/19/2021 1:31,0,200,1,,,,,,,,,US,KY,PASS,,1,2,2,3,1,,3,I think it is really unfair behavior. I don't think it is right at all for them to do this. Less profitable customers shouldn't be punished in this way.,,7,2,6,1,7,1,6,1,793241,,7,6,6,7,7,7,6,7,53
47541110,Completed,73.237.88.24,6/19/2021 1:34,0,140,1,,,,,,,,,US,GA,PASS,,1,2,2,2,1,,3,I think they are taking advantage of their customers. I don't think it's fair to charge low-paying customers more just because they can. They clearly favor their high-paying customers more. I would take my business elsewhere. ,,7,1,7,1,7,1,6,2,913755,,7,7,7,7,7,7,6,6,54
47541233,Completed,76.77.45.140,6/19/2021 1:37,0,91,1,,,,,,,,,US,VA,PASS,,1,2,2,4,3,,3,I think it's terrible and likely illegal. I would be pissed off if I were a consumer. I'd like for them to suffer legal consquences. ,,7,2,6,1,6,1,6,1,187643,,7,6,6,7,6,7,6,7,52
47542477,Completed,24.98.249.115,6/19/2021 1:57,0,324,1,,,,,,,,,US,GA,PASS,,1,1,4,2,2,,3,The behavior of Crimson is unethical and you should not trust your finances to a company that would plan something underhanded like that.,,7,1,7,1,7,1,7,1,771866,,7,7,7,7,7,7,7,7,56
47543940,Completed,74.79.209.255,6/19/2021 2:20,0,285,1,,,,,,,,,US,NY,PASS,,1,2,4,5,3,,3,I think it's unethical to charge some customers the fee and not others. It's very discriminatory to do this and I would not do any business with this company. It's not fair to treat some of your customers like this.,,7,1,7,7,7,1,7,7,974482,,7,7,7,1,7,7,7,1,44
